pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
7639	Дерево падает через мост из через реку, пересекающий собака	Собака пересекает реку по мосту, сделанный из упавшего дерева	4.1	ENTAILMENT
7641	Черная собака идет по стволу дерева моста над водой	Там нет собаки пересечения реки на мосту сделаны из упавшего дерева	4.1	CONTRADICTION
7642	Черная собака идет по стволу дерева моста над водой	Дерево падает через мост из через реку, пересекающий собака	3.6	ENTAILMENT
7643	Собака с черным пальто гуляет вдоль ствола дерева моста над водой	Собака пересекает реку по мосту, сделанный из упавшего дерева	4.0	NEUTRAL
7647	Ребенок в зеленый и белый спортивной формы покоится на траве	Ребенок в зеленый и белый спортивной форме бежит по траве	3.7	CONTRADICTION
7648	Маленький мальчик с гордостью носить зеленый футбол полосу и работает на траве	Маленький мальчик, одетый в зеленый футбол полоса и работает на траве	4.5	ENTAILMENT
7651	Ребенок в зеленый и белый спортивной форме бежит по траве	Там не маленький мальчик, одетый в зеленый футбол полоса и работает на траве	2.9	NEUTRAL
7652	Ребенок в зеленой и белой форме для спорта бежит по траве	Маленький мальчик, одетый в зеленый футбол полоса и работает на траве	4.1	NEUTRAL
7653	Маленький мальчик, одетый в зеленый футбол полоса и работает на траве	Ребенок в зеленый и белый спортивной формы покоится на траве	3.4	NEUTRAL
7654	Ребенок в зеленый и белый спортивной форме бежит по траве	Маленький мальчик, одетый в зеленый футбол полоса и работает на траве	4.2	NEUTRAL
7657	Девушка в черной шляпе, носить бикини на пляже	Черная девушка с не бикини в шляпе на пляже	2.7	NEUTRAL
7658	Молодая девушка в бикини лежит на пляже	Женщина, которая выглядит молодо лежит на пляже	4.3	ENTAILMENT
7659	Молодая девушка в бикини лежит на пляже	Молодая дама в бикини стоит на пляже	4.2	NEUTRAL
7660	Женщина, которая выглядит молодо лежит на пляже	Девушка в черной шляпе, носить бикини на пляже	3.3	NEUTRAL
7662	Девушка в черной шляпе, носить бикини на пляже	Молодая девушка в бикини лежит на пляже	3.5	NEUTRAL
7665	Молодая девушка в бикини лежит на пляже	Девушка в черной шляпе, носить бикини на пляже	3.7	NEUTRAL
7666	Человек делает стойку на руках на мокром берегу на краю воды на пляже	Человек делает стойку на руках на мокрый песок на краю воды на пляже	4.5	ENTAILMENT
7668	Человек выполняет стойку на руках на пляже	Стойку на руках в настоящее время осуществляется человеком на пляже	4.9	ENTAILMENT
7669	Человек сидит на пляже	Человек выполняет стойку на руках на пляже	3.2	NEUTRAL
7670	Человек делает стойку на руках на мокрый песок на краю воды на пляже	Стойку на руках в настоящее время осуществляется человеком на пляже	4.4	ENTAILMENT
7672	Человек делает стойку на руках на мокром берегу на краю воды на пляже	Человек выполняет стойку на руках на пляже	4.7	ENTAILMENT
7675	Мальчик молодого возраста играет в парке со своей матерью	Мальчик играет в парке со своей матерью	4.9	ENTAILMENT
7678	Мальчик в синем убегает от женщины в синем	Мальчик в синем убегает от женщины в синем	5.0	ENTAILMENT
7680	Мальчик играет в парке со своей матерью	Мальчик в синем убегает от женщины в синем	2.0	NEUTRAL
7681	Мальчик играет в парке со своей матерью	Мальчик в синем бежит к женщине в синем	2.9	NEUTRAL
7682	Мальчик молодого возраста играет в парке со своей матерью	Мальчик в синем убегает от женщины в синем	3.3	NEUTRAL
7687	Маленький мальчик с каштановыми волосами спрыгивает коричневый стул на пол	Там нет маленького мальчика с каштановыми волосами спрыгнуть коричневый стул на пол	3.9	CONTRADICTION
7688	Мальчик быстро прыгает со стула	Мальчик прыгает со стула	4.3	ENTAILMENT
7689	Мальчик прыгает со стула	Молодой мальчик прыгает на стул	4.4	CONTRADICTION
7692	Один маленький мальчик с каштановыми волосами спрыгивает коричневый стул на пол	Мальчик прыгает со стула	4.2	ENTAILMENT
7697	Два шара подпрыгивая от некоторых красочных детей	Двое детей, подпрыгивая на красочные шары	3.5	NEUTRAL
7699	Дети не носить черные колготки и не прыгая	Дети одеты в черных колготках и скачкообразные	3.8	CONTRADICTION
7700	Двое детей, подпрыгивая на красочные шары	Некоторые дети одеты в черных колготках и скачкообразные	2.3	NEUTRAL
7701	Дети не носить черные колготки и не прыгая	Двое детей, подпрыгивая на красочные шары	2.6	NEUTRAL
7702	Двое детей подпрыгивая на красочные шары	Дети одеты в черных колготках и скачкообразные	2.3	NEUTRAL
7703	Двое детей сидят на красочных шаров	Дети одеты в черных колготках и скачкообразные	1.6	NEUTRAL
7707	Маленькая девочка хмурится и снимая фальшивый нос и очки	Маленькая девочка улыбается и носить поддельный нос и очки	3.1	NEUTRAL
7711	Маленькая девочка улыбается и носить поддельный нос и очки	Блондинка с розовой верхней не улыбается и не носить смешные очки с большим носом прилагается	2.8	NEUTRAL
7712	Блондинка с розовой верхней улыбается и носить смешные очки с большим носом прилагается	Маленькая девочка улыбается и носить поддельный нос и очки	4.3	ENTAILMENT
7714	Блондинка с розовой верхней улыбается и носить смешные очки с большим носом прилагается	Маленькая девочка улыбается и носить поддельный нос и очки	4.1	ENTAILMENT
7716	Человек впрыскивая воду в рот белой собаки с водяным пистолетом	Там нет ни одного человека, впрыскивая воду в рот белой собаки с водяным пистолетом	4.4	CONTRADICTION
7719	Человек впрыскивая воду в рот белой собаки с водяным пистолетом	Человек распыляет супер Soaker в рот собаки	4.2	NEUTRAL
7722	Человек распыляет супер Soaker в рот собаки	Там нет ни одного человека, впрыскивая воду в рот белой собаки с водяным пистолетом	3.1	CONTRADICTION
7723	Человек распыляет супер Soaker в рот собаки	Человек впрыскивая воду в рот белой собаки с водяным пистолетом	4.0	NEUTRAL
7724	Мальчик под зонтиком проводится его отец, который носит пальто окрашенный в синий цвет	Мальчик под зонтиком проводится его отцом, который в синем пальто	4.6	ENTAILMENT
7728	Ребенок переживает новый мир	Ребенок засыпает	2.7	NEUTRAL
7729	Мальчик под зонтиком проводится его отцом, который в синем пальто	Ребенок в изумлении переживает новый мир	1.6	NEUTRAL
7731	Ребенок переживает новый мир	Мальчик под зонтиком проводится его отец, который носит пальто окрашенный в синий цвет	1.8	NEUTRAL
7732	Ребенок переживает новый мир	Мальчик под зонтиком в настоящее время отпустить его отца, который в синем пальто	1.2	NEUTRAL
7733	Мальчик, который одет в синее пальто, проводится его отцом под зонтиком 	Ребенок переживает новый мир	1.7	NEUTRAL
7739	Собака играет в одиночестве на берегу покрытой снегом	Собака идет по сугроб	3.6	NEUTRAL
7740	Собака спит на пляже, покрытый снегом	Собака идет по сугроб	2.7	NEUTRAL
7741	Собака идет по сугроб	Собака играет в одиночестве на пляже, покрытый снегом	2.7	NEUTRAL
7742	Собака играет в одиночестве на пляже, покрытый снегом	Там нет собаки прогулки по сугроб	2.9	NEUTRAL
7744	Светло-коричневый собака бежит вверх по улице	Светло-коричневая собака бежит вверх по улице	5.0	ENTAILMENT
7746	Собака работает в коричневый свет	Светло-коричневый собака бежит вверх по улице	2.835	NEUTRAL
7747	Большая собака перепрыгивает на крутой холм	Большая собака дико восхождение по крутому склону	4.5	ENTAILMENT
7751	Большая собака перепрыгивает на крутой холм	Светло-коричневая собака бежит вверх по улице	3.1	NEUTRAL
7752	Большая собака перепрыгивает на крутой холм	Там нет света коричневого собака работает на улицу	2.5	NEUTRAL
7753	Собака работает в коричневый свет	Большая собака перепрыгивает на крутой холм	1.7	NEUTRAL
7754	Большая собака перепрыгивает на крутой холм	Светло-коричневый собака бежит вверх по улице	2.6	NEUTRAL
7755	Мужчина и женщина идут по улице города	Мужчина и женщина идут по улице города	4.8	ENTAILMENT
7757	Люди идут по людной улице	Люди идут по улице, которая переполнена	4.815	ENTAILMENT
7760	Люди идут по улице, которая переполнена	Мужчина и женщина идут по улице города	3.3	NEUTRAL
7763	Мужчина и женщина идут по улице города	Люди идут по людной улице	3.7	NEUTRAL
7764	Люди идут по людной улице	Мужчина и женщина, на холостом ходу в городской улице	2.8	NEUTRAL
7768	Серфер едет большая волна	Серфер едет большая волна	5.0	ENTAILMENT
7769	Серфер едет небольшая волна	Серфер едет большая волна	3.9	CONTRADICTION
7771	Серфер едет большую волну через темно-зеленую воду	Серфер едет большая волна	4.3	ENTAILMENT
7776	Серфер едет большую волну через темно-зеленую воду	Серфер едет большая волна	4.4	ENTAILMENT
7777	Человек без рубашки в полосатых шортах и ​​темных очках стоит рядом с человеком в белой рубашке и солнцезащитные очки	Человек без рубашки в полосатых шортах и ​​темных очках стоит рядом с человеком в белой рубашке и солнцезащитные очки	4.5	ENTAILMENT
7778	Человек без рубашки в полосатых шортах и ​​солнцезащитных очках не стоит рядом с человеком в белой рубашке и солнцезащитных очках	Человек без рубашки в полосатых шортах и ​​темных очках стоит рядом с человеком в белой рубашке и солнцезащитные очки	3.1	CONTRADICTION
7779	Мышечный черный человек танцует и люди за ним носить зеленые шарики	Мышечный человек танцует и люди за ним носить зеленые шарики	4.4	ENTAILMENT
7780	Мышечный черный человек танцует и люди за ним носить зеленые шарики	Мышечный белый человек танцует и люди за ним носить зеленые шарики	3.7	NEUTRAL
7781	Мышечный человек танцует и люди за ним носить зеленые шарики	Человек без рубашки в полосатых шортах и ​​темных очках стоит рядом с человеком в белой рубашке и солнцезащитные очки	2.1	NEUTRAL
7782	Человек без рубашки в полосатых шортах и ​​темных очках стоит рядом с человеком в белой рубашке и солнцезащитные очки	Мышечный белый человек танцует и люди за ним носить зеленые шарики	2.1	NEUTRAL
7784	Мышечный черный человек танцует и люди за ним носить зеленые шарики	Человек без рубашки в полосатых шортах и ​​солнцезащитных очках не стоит рядом с человеком в белой рубашке и солнцезащитных очках	2.0	NEUTRAL
7785	Мышечный черный человек танцует и люди за ним носить зеленые шарики	Человек без рубашки в полосатых шортах и ​​темных очках стоит рядом с человеком в белой рубашке и солнцезащитные очки	2.265	NEUTRAL
7787	Там нет ни одного человека, носить серые брюки, которые находятся в воздухе на сноуборде	Человек носить серые брюки находится в воздухе на сноуборде	3.0	CONTRADICTION
7790	Сноубордист прыгает через воздух	Человек носить серые брюки находится в воздухе на сноуборде	4.2	NEUTRAL
7792	Человек носить серые брюки на сноуборде	Сноуборде человек прыгает в воздухе	3.5	NEUTRAL
7793	Там нет ни одного человека, носить серые брюки, которые находятся в воздухе на сноуборде	Сноуборде человек прыгает в воздухе	2.7	NEUTRAL
7794	Сноуборде человек прыгает в воздухе	Человек носить серые брюки находится в воздухе на сноуборде	4.0	NEUTRAL
7798	Теннисный игрок с зеленым оголовьем бьет мяч	Теннисный игрок с зеленым оголовьем отсутствует мяч	4.4	CONTRADICTION
7804	Человек корточках и удерживая камеру	Человек корточках и удерживая камеру	4.6	ENTAILMENT
7805	Человек корточках и удерживая камеру	Женщина на корточках и удерживая камеру	3.7	NEUTRAL
7807	Человек на корточках в кисти и принимая фотографии	Там нет ни одного человека на корточках в кисти и принимая фотографии	3.7	CONTRADICTION
7808	Человек на корточках в кисти и принимая фотографии	Человек корточках и удерживая камеру	3.7	ENTAILMENT
7810	Человек на корточках в кисти и принимая фотографии	Человек корточках и удерживая камеру	4.1	ENTAILMENT
7811	Человек на корточках в кисти и принимая фотографии	Женщина на корточках и удерживая камеру	3.2	NEUTRAL
7813	Некоторые собаки играют в реке	Некоторые собаки играют в потоке	4.6	ENTAILMENT
7817	Некоторые собаки играют в потоке	Две собаки смотрят на то, что движется в воде	3.2	NEUTRAL
7819	Две собаки смотрят на то, что плещется в воде	Некоторые собаки играют в реке	3.3	NEUTRAL
7821	Две собаки смотрят на то, что плещется в воде	Некоторые собаки играют в потоке	3.0	NEUTRAL
7822	Черная собака прыгает от цилиндрических тюков сена	Черная собака прыгает от цилиндрических тюков сена	4.9	ENTAILMENT
7823	Белая собака прыгает от цилиндрических тюков сена	Черная собака прыгает от цилиндрических тюков сена	3.6	NEUTRAL
7834	Коричневый собака прыгает в воздухе	Там нет коричневой собаки прыгает в воздухе	3.3	CONTRADICTION
7836	Там нет коричневой собаки прыгает в воздухе	Коричневая собака прыгает в воздухе	3.5	CONTRADICTION
7838	Коричневая собака прыгает в воде	Коричневый собака прыгает в воздухе	3.8	NEUTRAL
7839	Коричневая собака прыгает в воздухе	Коричневый собака прыгает в воздухе	4.5	ENTAILMENT
7841	Человек на лошади верхом на трассе и махал	Человек на мотоцикле едет на трассе и махал	2.9	NEUTRAL
7844	Человек на мотоцикле едет на трассе и махал	Человек на мотоцикле подняв руку	4.0	NEUTRAL
7847	Человек на лошади верхом на трассе и махал	Человек на мотоцикле подняв руку	1.8	NEUTRAL
7849	Два взрослых стоят на скутере в поле желтых цветов	Два взрослых стоят на скутере в поле цветов	4.5	ENTAILMENT
7851	Два человека шлемы гоняет над желтыми и белыми цветами	Два человека шлемы вождение над желтыми и белыми цветами	4.8	ENTAILMENT
7859	Человек едет грязь велосипеда грязи холм	Человек едет велосипед грязи вниз грязь холм	4.0	NEUTRAL
7861	Там нет ни одного человека, езда на велосипеде по грязной тропе	Человек едет на велосипеде по грязной тропе	3.3	CONTRADICTION
7864	Человек едет велосипед грязи вниз грязь холм	Человек едет на велосипеде по грязной тропе	3.9	NEUTRAL
7866	Человек едет на велосипеде по грязной тропе	Человек едет велосипед грязи вниз грязь холм	3.6	NEUTRAL
7867	Человек в голубой верхом на лошади по грунтовой дороге	Человек в синем едет животное на грунтовой дороге	4.5	ENTAILMENT
7868	Человек в голубой верхом на лошади по грунтовой дороге	Женщина в голубой верхом на лошади по грунтовой дороге	3.0	NEUTRAL
7869	Человек в голубой верхом на лошади по грунтовой дороге	Человек едет грязную лошадь на синий дороге	3.6	NEUTRAL
7872	Белый конь едут верхом на человек в синей ковбойской шляпе	Человек в голубой верхом на лошади по грунтовой дороге	3.8	NEUTRAL
7875	Человек в синем ковбойской шляпе на белом коне	Женщина в голубой верхом на лошади по грунтовой дороге	3.0	NEUTRAL
7876	Человек в синем ковбойской шляпе на белом коне	Человек едет грязную лошадь на синий дороге	2.7	NEUTRAL
7878	Три человека вождения квадроциклов	Вездеходы гонят три человека	5.0	ENTAILMENT
7881	Три человека вождение четыре колеса квадроцикл на улице	Три человека вождения четыре колеса квадроциклов в поле	3.7	NEUTRAL
7884	Три человека вождения четыре колеса квадроциклов в поле	Вездеходы гонят три человека	4.6	ENTAILMENT
7887	Два белых собак и одна коричневая собака чеканка мяч	Два белых собак и одна коричневая собака чеканка игрушки	4.5	ENTAILMENT
7888	Два белых собак и одна коричневая собака не гонять мяч	Два белых собак и одна коричневая собака чеканка мяч	3.2	CONTRADICTION
7890	Две белые кошки играют с коричневой собакой и мяч	Две белые собаки играют с коричневой собакой и мяч	3.6	NEUTRAL
7891	Две белые собаки играют с коричневой собакой и теннисный мяч	Два белых собак и одна коричневая собака чеканка мяч	4.0	NEUTRAL
7892	Две белые кошки играют с коричневой собакой и мяч	Два белых собак и одна коричневая собака чеканка мяч	3.5	NEUTRAL
7893	Две белые собаки играют с коричневой собакой и мяч	Два белых собак и одна коричневая собака чеканка игрушки	4.3	ENTAILMENT
7896	Белый гоночный автомобиль едет через лужу	Белый гоночный автомобиль двигается через лужу	4.635	ENTAILMENT
7898	Белый гоночный автомобиль бросает грязь в воздух и приближается к изгибу в треке	Белый гоночный автомобиль бросает грязь в воздух и приближается к изгибу в треке	4.9	ENTAILMENT
7899	Белый гоночный автомобиль бросает грязь в воздух и приближается к изгибу в треке	Черный гоночный автомобиль бросает грязь в воздух и приближается к изгибу в треке	3.6	NEUTRAL
7900	Белый гоночный автомобиль едет через лужу	Белый гоночный автомобиль бросает грязь в воздух и приближается к изгибу в треке	3.5	NEUTRAL
7902	Белый гоночный автомобиль бросает грязь в воздух и приближается к изгибу в треке	Белый гоночный автомобиль двигается через лужу	4.2	ENTAILMENT
7903	Белый гоночный автомобиль бросает грязь в воздух и приближается к изгибу в треке	Там нет белой расы вождение автомобиля через лужу	3.3	NEUTRAL
7906	Собака прыгает на блестящий синий футбольный мяч в поле из сухих листьев	Там не собака прыгает на блестящий синий футбольный мяч в поле из сухих листьев	3.5	CONTRADICTION
7909	Большая черная собака носить красный ошейник и в листах с синим шаром	Маленькая черная собака носить красный ошейник и в листах с синим шаром	4.0	NEUTRAL
7912	Маленькая черная собака носить красный ошейник и в листах с синим шаром	Животное прыгает на блестящий синий футбольный мяч в поле из сухих листьев	3.2	NEUTRAL
7917	Собака не бежит к балу	Собака бежит к балу	2.5	CONTRADICTION
7921	Собака бежит к балу	Там нет собаки через поле и гонять мяч	2.9	NEUTRAL
7923	Собака не бежит к балу	Собака бежит через поле и гонять мяч	2.6	CONTRADICTION
7925	Четыре атлетов с человеком в переполненном стадионе	Четыре спортсменов с человеком в переполненном стадионе	4.7	ENTAILMENT
7926	Четыре атлетов с человеком в переполненном стадионе	Четыре спортсменов с женщиной в переполненном стадионе	3.5	NEUTRAL
7927	Человек в розовой рубашке работает на поле	Человек в розовых работает на поле	4.4	ENTAILMENT
7933	Человек в розовой рубашке работает на поле	Четыре атлетов с человеком в переполненном стадионе	1.5	NEUTRAL
7934	Меховая шарф проводятся по азиатской женщине	Азиатская женщина держит мех шарф	5.0	ENTAILMENT
7935	Азиатская женщина держит мех шарф	Там нет Азиатской женщины мехового шарфа	3.0	CONTRADICTION
7936	Женщина, одетая в элегантных одеждах внутри толпы людей и смотрит вниз	Элегантная женщина в толпе людей и смотрит вниз	4.8	ENTAILMENT
7939	Азиатская женщина держит мех шарф	Женщина, одетая в элегантных одеждах внутри толпы людей и смотрит вверх	1.7	NEUTRAL
7940	Женщина, одетая в элегантных одеждах внутри толпы людей и смотрит вниз	Меховая шарф проводятся по азиатской женщине	1.9	NEUTRAL
7946	Мальчик в белой футболке плещется на мелководье	Там нет мальчика в белой футболке разбрызгивании на мелководье	3.0	CONTRADICTION
7949	Мальчик в белой футболке плещется на мелководье	Мальчик бежит через море на пляже	3.3	NEUTRAL
7953	Два футболиста взбирается за мяч на корте	Две баскетболистки взбираются за мяч на корте	3.0	NEUTRAL
7954	Баскетбольный игрок на площадке этажа и еще один захватывает мяч	Баскетбольный игрок на корт пол и мяч находится захвачен другим	4.9	ENTAILMENT
7957	Там нет баскетболиста на корт пола и никто не забрал мяч	Две баскетболистки взбираются за мяч на корте	3.5	CONTRADICTION
7959	Два футболиста взбирается за мяч на корте	Баскетбольный игрок на площадке этажа и еще один захватывает мяч	2.5	NEUTRAL
7963	Черный лама это любопытно смотрит на белых собаках	Белые собаки с любопытством глядя на черную ламу	4.1	NEUTRAL
7964	Черная овца стоит у трех белых собак	Черная овца стоит около трех белых собак	4.8	ENTAILMENT
7966	Белые собаки с любопытством глядя на черную ламу	Черная овца стоит около трех белых собак	2.8	NEUTRAL
7967	Черная овца стоит далеко от трех белых собак	Белые собаки с любопытством глядя на черную ламу	1.9	NEUTRAL
7971	Белые собаки с любопытством глядя на черную ламу	Черная овца стоит у трех белых собак	3.0	NEUTRAL
7972	Два пуделя в снегу и один прыгает высоко	Два пуделя в снегу и один прыгает	4.4	ENTAILMENT
7973	Два пуделя в снегу и один лежа	Два пуделя в снегу и один прыгает высоко	3.9	NEUTRAL
7976	Серая собака прыгает на черную и белую собаку в мягком снеге	Два пуделя в снегу и один прыгает высоко	2.9	NEUTRAL
7977	Два пуделя в снегу и один прыгает высоко	Серая собака прыгает в сторону черно-белая собака в воде	2.9	NEUTRAL
7980	Два пуделя в снегу и один прыгает высоко	Серая собака прыгает в сторону черно-белая собака в снегу	3.7	NEUTRAL
7981	Человек в окружении фотографов носить серый костюм и очки	Человек окружен людьми с камерой носить серый костюм и очки	4.4	ENTAILMENT
7985	Фотограф находится в окружении мужчин	Человек в костюме в окружении фотографов	3.1	NEUTRAL
7986	Мужчина в элегантном платье в окружении фотографов	Человек в окружении фотографов носить серый костюм и очки	3.3	NEUTRAL
7987	Человек в окружении фотографов носить серый костюм и очки	Человек в костюме не в окружении фотографов	3.6	CONTRADICTION
7989	Человек окружен людьми с камерой носить серый костюм и очки	Человек в костюме в окружении фотографов	4.0	ENTAILMENT
7990	Женщина в окружении фотографов носить серый костюм и очки	Человек в костюме в окружении фотографов	2.565	NEUTRAL
7993	Дети в купальниках не играют в воде	Дети в купальниках играют в воде	4.2	CONTRADICTION
7995	Дети одеты в купальные костюмы и вода плещется вокруг	Дети не носят костюмы и вода плещется вокруг	4.4	CONTRADICTION
7996	Дети в купальниках играют в воде	Мальчики одеты в купальные костюмы и вода плещется вокруг	4.0	NEUTRAL
7998	Дети в купальниках играют в бассейне	Дети одеты в купальные костюмы и вода плещется вокруг	4.0	NEUTRAL
7999	Дети в купальниках не играют в воде	Дети одеты в купальные костюмы и вода плещется вокруг	3.1	NEUTRAL
8002	Люди свисают с ремешками и ногами друг на друга	Никто не свисающий с ремней и пиная друг на друг	3.785	CONTRADICTION
8005	Девочка висит на гимнастических канатах	Люди свисают с ремешками и ногами друг на друга	2.0	NEUTRAL
8006	Блондинка человек висит на гимнастических канатах	Люди свисают с ремешками и ногами друг на друга	2.1	NEUTRAL
8010	Человек, одетый в черный и белый держится на теннисную ракетку и ждет мяч	Игрок, одетый в черный и белый держится на теннисную ракетку и ждет мяч	4.4	ENTAILMENT
8012	Теннисист в середине игры держит ракетку	Ракетка проводятся по теннисисту в середине игр	4.8	ENTAILMENT
8014	Человек, одетый в черный и белый держится на теннисную ракетку и ждет мяч	Ракетка проводятся по теннисисту в середине игр	3.8	NEUTRAL
8018	Человек, одетый в черный и белый держится на теннисную ракетку и ждет мяч	Теннисист в середине игры держит ракетку	4.0	NEUTRAL
8021	Коричневый и белый собака играет на траве	Коричневый и белый собака играет на лужайке	4.7	ENTAILMENT
8024	Собака играет на зеленой траве	Коричневый и белый кот играет на траве	3.3	NEUTRAL
8025	Коричневый и белый собака играет на траве	Собака играет в зеленом поле	3.6	NEUTRAL
8028	Загар кожурой ребенок смотрит на камеру	Загар кожурой ребенок смотрит на камеру	4.8	ENTAILMENT
8029	Там нет загара кожуры ребенка смотрит на камере	Загар кожурой ребенок смотрит на камеру	3.7	CONTRADICTION
8031	Маленький мальчик с нагрудником не смотрит на камеру	Маленький мальчик с нагрудником наблюдает камеру	3.8	CONTRADICTION
8032	Молодой мальчик с нагрудником наблюдает камеру	Загар кожурой ребенок смотрит на камеру	4.1	NEUTRAL
8037	Молодой мальчик в синей рубашке прыгает в воду	Молодой мальчик в синей рубашке прыгает в воду	4.9	ENTAILMENT
8038	Молодой мальчик в синей рубашке не прыгает в воду	Молодой мальчик в синей рубашке прыгает в воду	3.9	CONTRADICTION
8039	Мальчик ныряет в озеро еще	Мальчик прыгает в озеро еще	5.0	ENTAILMENT
8040	Молодая девушка прыгает в озеро еще	Мальчик прыгает в озеро еще	3.5	NEUTRAL
8041	Молодой мальчик в синей рубашке прыгает в воду	Мальчик ныряет в озеро еще	4.0	NEUTRAL
8044	Мальчик прыгает в озеро еще	Молодой мальчик в синей рубашке не прыгает в воду	3.3	NEUTRAL
8047	Два человека, перевозящий красочные корзины и одеяло и ходить возле здания	Два человека несет серые корзины и одеяло и ходить возле здания	3.5	NEUTRAL
8049	Два человека сидит с нагруженными корзинами и одеялами	Два человека идет с нагруженными корзинами и одеялами	4.2	NEUTRAL
8050	Два человека, перевозящий красочные корзины и одеяло и ходить возле здания	Два человека идет с нагруженными корзинами и красочными одеялами	4.3	NEUTRAL
8055	Молодая девушка сидит в купальнике	Молодая девушка сидит в плавательной шестерне	4.5	ENTAILMENT
8058	Молодой мальчик, одетый в синий с рисунком купальник, черный и желтый плавать шапку и голубые очки плавать на голове	Молодая девушка одета в синий с рисунком купальник, черный и желтый плавать колпачок и голубые очки плавание на голове	3.9	NEUTRAL
8059	Маленькая девочка носить синий с рисунком купальника, черная и желтой плавать шапку и голубые очки плавания на голове	Молодая девушка сидит в плавательной шестерне	4.185	NEUTRAL
8060	Молодой мальчик, одетый в синий с рисунком купальник, черный и желтый плавать шапку и голубые очки плавать на голове	Молодая девушка сидит в плавательной шестерне	2.9	NEUTRAL
8064	Собака работает на заснеженной дороге	Собака работает на снежном пути	4.5	ENTAILMENT
8065	Собака работает на грязном пути	Собака работает на снежном пути	3.5	NEUTRAL
8067	Коричневая собака проходит через снежный след	Белая собака проходит через снежный след	3.4	NEUTRAL
8068	Коричневый собака проходит через снежный путь	Собака работает на снежном пути	4.5	ENTAILMENT
8069	Белая собака проходит через снежный след	Собака работает на снежном пути	4.3	ENTAILMENT
8071	Собака работает на грязном пути	Коричневая собака проходит через снежный след	3.4	NEUTRAL
8072	Коричневая собака проходит через снежный след	Собака работает на снежном пути	4.0	ENTAILMENT
8073	Два мальчика в белых костюмах и красном защитном механизме спарринг на циновке	Двое детей в белых костюмах и красном защитном механизме спарринг на циновке	4.3	ENTAILMENT
8076	Два мальчика делают боевые искусства на зеленый коврик	Два мальчика делают боевые искусства на синем коврике	3.9	NEUTRAL
8077	Двое детей, делают боевые искусства на синем коврике	Двое детей в белых костюмах и красном защитном механизме спарринг на циновке	3.8	NEUTRAL
8079	Два мальчика делают боевые искусства на синем коврике	Два мальчика в белых костюмах и красном защитном механизме спарринг на циновке	3.4	NEUTRAL
8084	Черно-белая собака играет со сломанным волейболом	Черно-белая собака играет с разбитым мячом	4.5	ENTAILMENT
8089	Черно-белая собака играет с фрисби в коричневом поле	Черно-белая собака играет со сломанным волейболом	3.6	NEUTRAL
8090	Черно-белая собака играет с рваной волейбол в коричневом поле	Черно-белая собака играет со сломанным волейболом	4.3	ENTAILMENT
8091	Молодой мальчик в шлеме едет на велосипеде по дороге	Велосипед будет ездить по дороге молодого мальчика в шлеме 	4.9	ENTAILMENT
8092	Молодой мальчик в шлеме едет на велосипеде на газоне	Молодой мальчик в шлеме едет на велосипеде по дороге	3.5	NEUTRAL
8093	Маленький мальчик едет на велосипеде в гонке	Велосипед едут верхом на маленьком мальчике в гонке	4.8	ENTAILMENT
8094	Маленький мальчик едет на велосипеде в гонке	Маленькая девочка едет на велосипеде в гонке	3.6	NEUTRAL
8095	Велосипед едут верхом на маленьком мальчике в гонке	Молодой мальчик в шлеме едет на велосипеде по дороге	3.6	NEUTRAL
